title,last_name,first_name,status,raw_time,index_page,day_period,date,pdf_name
Mme,TERLIZZI,Delphine,absent,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,CANAL,Grégory,forgive,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,EVREN,Agnès,forgive,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,MESSAS,Emmanuel,forgive,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,CONNAULT,François,legit_forgive,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,LEFEVRE,Franck,legit_forgive,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,PATRIE,Béatrice,legit_forgive,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,PIRILLO,Aurélie,legit_forgive,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,JoséRAYMOND-ROSSI,Marie-,legit_forgive,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,RIVIER,Emmanuelle,legit_forgive,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,SZPINER,Francis,legit_forgive,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,AKKARI,Maya,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,ALPHAND,David,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,AQUA,Jean-Noël,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,BADAT-KARAM,Samia,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,BADINA-SERPETTE,Frédéric,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,BALADI,Vincent,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,BALDINI,Véronique,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,BAUDRIER,Jacques,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,BELLIARD,David,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,BERNARD,René-François,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,BERTHAULT,Jean-Didier,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,BERTHOUT,Florence,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,BIDARD,Hélène,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,BIRABEN,Anne,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,BLAUEL,Célia,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,BLOCHE,Patrick,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,BOËLLE,Sandra,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,BOHBOT,Jack-Yves,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,BONNET-OULALDJ,Nicolas,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,BOUGERET,Alix,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,BOULARD,Geoffroy,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,BOURNAZEL,Pierre-Yves,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,BOUX,Anne-Claire,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,BROSSAT,Ian,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,BROSSEL,Colombe,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,BUCAILLE,Véronique,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,BÜRKLI,Delphine,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,CAPLIEZ,Stéphane,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,CARON-THIBAULT,Gauthier,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,CARRÈRE-GÉE,Marie-Claire,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,CASANOVA,Pierre,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,CHARNOZ,Sandrine,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,CHEVANDIER,Thomas,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,CHICHE,Mahor,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,COBLENCE,Emmanuel,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,COCHARD,Maxime,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,COFFIN,Alice,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,CORDEBARD,Alexandra,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,COUMET,Jérôme,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,GeorgesCOURTOIS,Daniel-,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,d'HAUTESERRE,Jeanne,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,DAGNAUD,François,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,DATI,Rachida,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,DAUVERGNE,Emmanuelle,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,DAVIAUD,Jean-Philippe,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,deCLERMONT-TONNERRE,Claire,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,DERAGUENEL,Inès,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,DIDIER,François-Marie,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,DOUCERÉ,Marie-Caroline,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,DUMAS,Catherine,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,DURAND-RAUCHER,Nour,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,ELAARAJE,Lamia,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,FAUGERON,Corine,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,FÉRAUD,Rémi,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,FILOCHE,Léa,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,FLORENTIN,Alexandre,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,GABELOTAUD,Afaf,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,GALVANI,Jacques,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,GARNIER,Nelly,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,GARRIGOS,Geneviève,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,GATEL,Maud,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,GILLET,Jean-Philippe,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,GIRARD,Christophe,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,GLEIZES,Jérôme,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,GOMES,Barbara,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,GOUJON,Philippe,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,GOVCIYAN,Alexis,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,GRANIER,Rudolph,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,GRÉGOIRE,Emmanuel,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,GUHL,Antoinette,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,GUILLOU,Antoine,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,HATTE,Paul,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,HERVIEU,Céline,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,HIDALGO,Anne,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,HOCQUARD,Frédéric,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,IBLED,Catherine,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,JACQUEMONT,Hélène,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,JAMET-FOURNIER,Boris,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,JEANNETÉ,Nicolas,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,JEMNI,Halima,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,KERBOUA,Farida,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,KIELEMOËS,Dominique,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,KOMITÈS,Pénélope,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,KONÉ,Fatoumata,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,KOUASSI,Johanne,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,KUSTER,Brigitte,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,LAHOUASSA,Anessa,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,LAUSSUCQ,Jean,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,LAVILLE,Nathalie,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,LECOQ,Jean-Pierre,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,LECOUTURIER,Béatrice,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,LECUYER,Catherine,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,LEJOINDRE,Eric,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,LELIÈVRE,Maud,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,LEMARDELEY,Marie-Christine,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,LERT,Dan,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,LETISSIER,Florentin,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,LEVIEUX,Véronique,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,LORIAU,Jérôme,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,LUBIN-NOËL,Carline,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,MADEC,Roger,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,MALACHARDDESREYSSIERS,Delphine,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,MAQUOI,Nathalie,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,MARGAIN,Franck,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,MARTIAL,Jacques,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,MARTINS,Jean-François,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,MEUNIER,Emile,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,MONTANDON,Valérie,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,NAGET,Camille,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,NAJDOVSKI,Christophe,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,NGATCHA,Arnaud,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,NIAKATÉ,Aminata,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,NORDMAN,Nicolas,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,OLIVIER,Jean-Baptiste,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,PATRICE,Laurence,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,PÉCHENARD,Frédéric,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,PETIT,Carine,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,PIERRE-MARIE,Emmanuelle,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,PLIEZ,Eric,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,POLSKI,Olivia,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,PRIMET,Raphaëlle,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,PULVAR,Audrey,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,RABADAN,Pierre,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,RAIFAUD,Sylvain,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,REDLER,Jérémy,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,RÉMY-LELEU,Raphaëlle,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,ROLLAND,Carine,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,ROMERO-MICHEL,Jean-Luc,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,SAGASPE,Chloé,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,SAMAKÉ,Hamidou,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,SANCHESRUIVO,Hermano,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,SEBBAH,Hanna,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,SIMONDON,Paul,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,SIMONNET,Danielle,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,SITBON,Florian,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,SOUYRIS,Anne,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,STIBBE,Elisabeth,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,TAÏEB,Karen,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,TIMSIT,Alice,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,TONOLLI,Mélody,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,TORANIAN,Anouch,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,TOUBIANA,Marie,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,TYSSANDIER,Anne-Claire,present,Mardi 31 mai 2022 - Après-midi,411,Après,2022-05-31,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
